fecha;PM2,5;PM10;SO2;NO2;NOX;NO;CO;O3;Radiación Global;Presión Atmosférica;Precipitaciones;H(%);T°;Dirección del Viento;Velocidad del Viento;nombre_estacion;rango;ica;episodio;temperatura;humedad;presion;viento
2019/05/08 17:00:00.000;24;34;;;;;;;12.8;1002;0;0.8;11.7;61.9;0.5;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1015;5.6
2019/05/08 17:00:00.000;41;45;;8.3;12.8;;0.3;;;1004.3;0;77.3;11.2;134.6;0.4;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1015;5.6
2019/05/08 17:00:00.000;19;35;;;;;0.4;;;1007;0;82.2;11.3;112.3;0.6;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1015;5.6
2019/05/08 18:00:00.000;25;36;;;;;;;0;1002;0;0.8;11.1;60.4;0.3;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1015;3.7
2019/05/08 18:00:00.000;49;54;;11.9;18.2;;0.5;;;1005;0;79.6;10.9;90;0;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1015;3.7
2019/05/08 18:00:00.000;28;52;;;;;0.6;;;1007.1;0;86.1;10.9;100.6;0.5;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1015;3.7
2019/05/08 19:00:00.000;33;48;;;;;;;0;1003;0;0.8;11;47.4;0.2;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1015;3.7
2019/05/08 19:00:00.000;113;122;;14.3;23.5;;1.1;;;1005.1;0;80.4;10.9;260.4;0.1;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1015;3.7
2019/05/08 19:00:00.000;26;53;;;;;0.7;;;1008;0;87.2;10.8;57.5;0.3;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1015;3.7
2019/05/08 20:00:00.000;22;28;;;;;;;0;1003;0;0.8;10.8;12.3;0.1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1015;0
2019/05/08 20:00:00.000;72;67;;16;24.4;;0.7;;;1005.1;0;77.8;11;45.8;1.1;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1015;0
2019/05/08 20:00:00.000;43;82;;;;;0.9;;;1008;0;90.1;10.7;55.1;0.4;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1015;0
2019/05/08 21:00:00.000;19;26;;;;;;;0;1003;0;0.8;10.8;69.8;0.2;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1015;7.4
2019/05/08 21:00:00.000;65;77;;16;24.2;;0.7;;;1006;0;78.3;10.9;42.7;1.5;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1015;7.4
2019/05/08 21:00:00.000;36;64;;;;;0.9;;;1008;0;90.9;10.5;55.2;0.8;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1015;7.4
2019/05/08 22:00:00.000;44;61;;;;;;;0;1003;0;0.8;10.9;74.5;1.2;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;;;;
2019/05/08 22:00:00.000;53;55;;11.6;16.5;;0.5;;;1006;0;79;10.7;53.4;0.9;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;;;;
2019/05/08 22:00:00.000;39;63;;;;;0.8;;;1008;0;94;10.3;61.7;1;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;;;;
2019/05/08 23:00:00.000;64;77;;;;;;;0;1003;0;0.8;10.9;72;1.6;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1015;3.7
2019/05/08 23:00:00.000;30;38;;6.9;10.5;;0.2;;;1006;0;79.5;10.6;46.7;1.9;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1015;3.7
2019/05/08 23:00:00.000;25;45;;;;;0.7;;;1008;0;96.6;10.1;56.4;0.9;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1015;3.7
2019/05/09 00:00:00.000;51;63;;;;;;;0;1003;0;0.8;10.8;70;1.2;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1016;0
2019/05/09 00:00:00.000;21;24;;4.7;7.8;;0.1;;;1006;0;79.2;10.7;40.2;2.1;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1016;0
2019/05/09 00:00:00.000;24;38;;;;;0.6;;;1008;0;98;10.1;53;1;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1016;0
2019/05/09 01:00:00.000;37;49;;;;;;;0;1003;0;0.8;10.6;75;0.8;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1016;3.7
2019/05/09 01:00:00.000;21;19;;4;6.7;;0.1;;;1006;0;78.8;10.6;46;1.8;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1016;3.7
2019/05/09 01:00:00.000;17;39;;;;;0.5;;;1008;0;98.1;10;32.9;1;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1016;3.7
2019/05/09 02:00:00.000;30;41;;;;;;;0;1003;0;0.8;10.5;68.5;0.6;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1016;5.6
2019/05/09 02:00:00.000;13;21;;3;5.5;;0.1;;;1006;0;78;10.7;39.4;1.9;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1016;5.6
2019/05/09 02:00:00.000;16;32;;;;;0.5;;;1008;0;99.1;9.9;41.7;1;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1016;5.6
2019/05/09 03:00:00.000;21;29;;;;;;;0;1003;0;0.8;10.5;76.5;1.2;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1016;1.9
2019/05/09 03:00:00.000;9;16;;2.2;4.5;;0.1;;;1005.8;0;78;10.6;40;2.3;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1016;1.9
2019/05/09 03:00:00.000;19;25;;;;;0.5;;;1008;0;99.6;9.8;38.2;1;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1016;1.9
2019/05/09 04:00:00.000;18;31;;;;;;;0;1003;0;0.8;10.4;75.6;1.7;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;;;;
2019/05/09 04:00:00.000;15;19;;2.3;4.6;;0.1;;;1005.3;0;78.5;10.4;44.6;2.7;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;;;;
2019/05/09 04:00:00.000;14;20;;;;;0.4;;;1008;0;100;9.6;41.4;1;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;;;;
2019/05/09 05:00:00.000;15;19;;;;;;;0;1003.1;0;0.8;10.5;72.9;1.7;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1016;3.7
2019/05/09 05:00:00.000;10;14;;2.4;4.7;;0.1;;;1006;0;78.7;10.3;33.2;1.2;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1016;3.7
2019/05/09 05:00:00.000;13;15;;;;;0.4;;;1008.4;0;99.5;9.7;20;0.6;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1016;3.7
2019/05/09 06:00:00.000;18;25;;;;;;;0;1004;0;0.8;10.4;69;1.1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1016;5.6
2019/05/09 06:00:00.000;14;20;;3.3;6.4;;0.1;;;1006.5;0;77.2;10.4;55;0.6;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1016;5.6
2019/05/09 06:00:00.000;10;16;;;;;0.3;;;1009;0;97.1;9.7;73.6;0.7;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1016;5.6
2019/05/09 07:00:00.000;12;25;;;;;;;0;1004.3;0;0.8;9.9;69.2;0.6;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1016;1.9
2019/05/09 07:00:00.000;14;23;;9.5;16.3;;0.2;;;1007;0;80.1;10.1;51.1;1.6;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1016;1.9
2019/05/09 07:00:00.000;9;13;;;;;0.3;;;1009.6;0.1;97.6;9.5;58.8;1.1;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1016;1.9
2019/05/09 08:00:00.000;18;23;;;;;;;24.2;1005;0.2;0.8;9.7;75.3;2.4;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1016;5.6
2019/05/09 08:00:00.000;15;21;;13;20.7;;0.1;;;1007.5;0.1;87.3;9.4;52.4;1.1;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1016;5.6
2019/05/09 08:00:00.000;9;18;;;;;0.4;;;1010;0.1;100;8.6;48.8;1.1;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1016;5.6
2019/05/09 09:00:00.000;28;36;;;;;;;23;1005.3;0.1;0.8;9.4;75.6;2.1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1016;5.6
2019/05/09 09:00:00.000;25;33;;11.6;17.1;;0.1;;;1008;0;93;9.3;90;0;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1016;5.6
2019/05/09 09:00:00.000;11;15;;;;;0.4;;;1010.4;0;100;8.5;56;1.1;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1016;5.6
2019/05/09 10:00:00.000;22;25;;;;;;;140.6;1005.8;0;0.8;9.8;75.2;2.6;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1017;3.7
2019/05/09 10:00:00.000;29;28;;11.4;18.6;;0.2;;;1008;0;93.3;9.6;53.1;1.2;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1017;3.7
2019/05/09 10:00:00.000;13;20;;;;;0.4;;;1010.9;0;100;9.2;50.3;1.4;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1017;3.7
2019/05/09 11:00:00.000;24;39;;;;;;;94.9;1006;0;0.8;10.6;72.4;2.4;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;93.4;1017;0
2019/05/09 11:00:00.000;37;37;;11.1;18.4;;0.2;;;1008.4;0;90.2;10.2;54.5;0.9;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;93.4;1017;0
2019/05/09 11:00:00.000;17;24;;;;;0.4;;;1011;0;100;10.1;70.1;1.1;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;93.4;1017;0
2019/05/09 12:00:00.000;36;48;;;;;;;91.9;1006;0;0.8;11.3;71.3;1.8;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1018;1.9
2019/05/09 12:00:00.000;52;61;;12.6;20.7;;0.4;;;1008.8;0.1;91.5;10.6;48.3;0.5;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1018;1.9
2019/05/09 12:00:00.000;21;37;;;;;0.4;;;1011;0.1;100;10.7;79.3;0.6;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1018;1.9
2019/05/09 13:00:00.000;45;56;;;;;;;113.8;1006;0;0.8;11.8;77;0.9;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1018;5.6
2019/05/09 13:00:00.000;70;71;;14.1;23;;0.5;;;1008.3;0;91.6;11.1;42.7;0.4;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1018;5.6
2019/05/09 13:00:00.000;29;43;;;;;0.5;;;1011;0.1;100;10.8;102.2;0.6;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1018;5.6
2019/05/09 14:00:00.000;51;60;;;;;;;113.9;1006;0;0.8;12.2;77.6;1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1019;5.6
2019/05/09 14:00:00.000;62;64;;12.9;20.4;;0.4;;;1008;0;89;11.7;42.9;0.3;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1019;5.6
2019/05/09 14:00:00.000;27;52;;;;;0.5;;;1011;0;100;11.3;96.7;0.6;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;87.4;1019;5.6
2019/05/09 15:00:00.000;41;50;;;;;;;102.3;1006;0;0.8;12.8;60.8;0.4;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1019;9.3
2019/05/09 15:00:00.000;66;68;;11.4;18.1;;0.4;;;1008;0;85.5;12.3;48;0.7;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1019;9.3
2019/05/09 15:00:00.000;30;55;;;;;0.6;;;1011;0;100;12;111.2;0.9;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;93.5;1019;9.3
2019/05/09 16:00:00.000;28;41;;;;;;;12.4;1006;0.3;0.8;12.3;19.3;0.1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;100;1019;5.6
2019/05/09 16:00:00.000;78;91;;12.8;20.4;;0.7;;;1008.9;0;86;12.2;57.7;0.5;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;100;1019;5.6
2019/05/09 16:00:00.000;37;58;;;;;0.7;;;1011;0;100;11.8;86.2;0.3;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;100;1019;5.6
2019/05/09 17:00:00.000;34;47;;;;;;;0.1;1006.6;0.1;0.8;11.7;347.7;0.1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;100;1019;5.6
2019/05/09 17:00:00.000;89;90;;18.4;31.3;;0.9;;;1009;0;90.4;11.6;33.5;1;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;100;1019;5.6
2019/05/09 17:00:00.000;40;73;;;;;0.9;;;1011.8;0;100;11.2;37.2;0.5;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;100;1019;5.6
2019/05/09 18:00:00.000;22;36;;;;;;;0;1007;0;0.8;11.4;335.2;0.1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1019;5.6
2019/05/09 18:00:00.000;101;101;;22.1;35.8;;1;;;1009.5;0;91.1;11.5;30.1;0.4;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1019;5.6
2019/05/09 18:00:00.000;60;116;;;;;1.4;;;1012;0;100;11;47.8;0.2;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1019;5.6
2019/05/09 19:00:00.000;37;48;;;;;;;0;1007.7;0.1;0.8;11.3;327.5;0;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1019;3.7
2019/05/09 19:00:00.000;97;96;;22.4;36.2;;1;;;1010;0;91.6;11.4;30;0.1;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1019;3.7
2019/05/09 19:00:00.000;40;64;;;;;1;;;1012.8;0;100;10.8;338.7;0.7;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1019;3.7
2019/05/09 20:00:00.000;37;41;;;;;;;0;1008;0.2;0.8;11.1;323.1;0.1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;12;93.6;1019;3.7
2019/05/09 20:00:00.000;100;97;;21.2;34.6;;1;;;1011;0.1;94.2;11;355.4;0;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;12;93.6;1019;3.7
2019/05/09 20:00:00.000;42;67;;;;;1;;;1013.1;0.2;100;10.4;313.4;0.2;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;12;93.6;1019;3.7
2019/05/09 21:00:00.000;81;81;;;;;;;0;1008.3;0.1;0.8;11;72.5;0.6;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;12;87.6;1019;0
2019/05/09 21:00:00.000;77;80;;21.9;34.4;;0.9;;;1011;0;97;10.6;19.6;0.3;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;12;87.6;1019;0
2019/05/09 21:00:00.000;39;61;;;;;1;;;1013.9;0;100;10.1;356.4;0.9;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;12;87.6;1019;0
2019/05/09 22:00:00.000;76;78;;;;;;;0;1009;0;0.8;10.9;76.4;1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1020;5.6
2019/05/09 22:00:00.000;55;56;;14.2;21.9;;0.6;;;1011;0;96.8;10.4;27.7;0.8;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1020;5.6
2019/05/09 22:00:00.000;42;64;;;;;1;;;1014;0.1;100;10;25;0.5;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1020;5.6
2019/05/09 23:00:00.000;64;66;;;;;;;0;1009;0.1;0.8;10.7;70;1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1020;5.6
2019/05/09 23:00:00.000;46;61;;10.1;15.7;;0.5;;;1011.4;0;96;10.3;33.4;0.4;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1020;5.6
2019/05/09 23:00:00.000;34;53;;;;;0.9;;;1014;0.1;100;9.8;46.4;0.5;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1020;5.6
2019/05/10 00:00:00.000;50;54;;;;;;;0;1009;0;0.8;10.6;68.1;1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1021;3.7
2019/05/10 00:00:00.000;58;57;;7.7;12.8;;0.6;;;1011.5;0;96.4;10.2;25.8;0.6;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1021;3.7
2019/05/10 00:00:00.000;31;45;;;;;0.8;;;1014;0;100;9.6;50.4;0.5;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1021;3.7
2019/05/10 01:00:00.000;35;42;;;;;;;0;1008.9;0;0.8;10.3;72.3;1.8;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;;;;
2019/05/10 01:00:00.000;41;42;;5.2;8.8;;0.2;;;1011;0;96.3;9.8;37;1.1;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;;;;
2019/05/10 01:00:00.000;24;36;;;;;0.7;;;1014;0;100;9.1;53.5;0.9;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;;;;
2019/05/10 02:00:00.000;29;41;;;;;;;0;1008.9;0;0.8;10.2;68.8;1.3;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1022;7.4
2019/05/10 02:00:00.000;48;49;;4.5;8;;0.5;;;1011;0;96.8;8.9;46.5;0.3;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1022;7.4
2019/05/10 02:00:00.000;22;27;;;;;0.5;;;1014;0;100;8.7;55.3;0.8;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;93.5;1022;7.4
2019/05/10 03:00:00.000;30;39;;;;;;;0;1008.2;0;0.8;10.2;66.3;1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;100;1022;9.3
2019/05/10 03:00:00.000;47;51;;4.5;8.2;;0.8;;;1011;0;98.6;9;90;0;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;100;1022;9.3
2019/05/10 03:00:00.000;17;31;;;;;0.5;;;1013.6;0;100;8.8;57.8;0.2;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;100;1022;9.3
2019/05/10 04:00:00.000;23;37;;;;;;;0;1008;0;0.8;10;74.8;0.9;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;100;1022;0
2019/05/10 04:00:00.000;31;38;;5.9;21.2;;0.3;;;1010.7;0;98.2;9.3;41.4;0.2;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;100;1022;0
2019/05/10 04:00:00.000;23;32;;;;;0.5;;;1013;0;100;8.8;37.1;0.7;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;10;100;1022;0
2019/05/10 05:00:00.000;29;31;;;;;;;0;1008;0;0.8;9;48.2;0.1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1022;9.3
2019/05/10 05:00:00.000;49;48;;14.6;20.6;;0.6;;;1010.5;0;97.5;8.1;24.9;0;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1022;9.3
2019/05/10 05:00:00.000;20;31;;;;;0.6;;;1013;0;100;7.9;35.9;0.2;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1022;9.3
2019/05/10 06:00:00.000;21;32;;;;;;;0;1008;0;0.8;8.3;37.3;0.1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1022;3.7
2019/05/10 06:00:00.000;37;44;;10.8;21.1;;0.6;;;1010.5;0;99.2;8.2;15.1;0.2;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1022;3.7
2019/05/10 06:00:00.000;24;42;;;;;0.7;;;1013;0;100;7.6;14.4;0.4;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1022;3.7
2019/05/10 07:00:00.000;37;31;;;;;;;0.3;1008.2;0;0.8;7.5;67.1;0.4;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1022;1.9
2019/05/10 07:00:00.000;56;55;;21;43.3;;0.8;;;1010.7;0;100;7.3;350.4;0.1;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1022;1.9
2019/05/10 07:00:00.000;29;22;;;;;0.8;;;1013.4;0;100;6.8;11.7;0.5;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1022;1.9
2019/05/10 08:00:00.000;56;57;;;;;;;26.3;1009;0;0.8;7.6;70.9;0.2;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1021;3.7
2019/05/10 08:00:00.000;58;59;;29.2;57.1;;0.8;;;1011.5;0;100.1;7.1;90;0;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1021;3.7
2019/05/10 08:00:00.000;38;65;;;;;1.1;;;1014;0;100;6.7;59.1;0.3;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;9;100;1021;3.7
2019/05/10 09:00:00.000;55;59;;;;;;;85.5;1009;0;0.8;8.2;71.2;0.5;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;6;100;1021;3.7
2019/05/10 09:00:00.000;86;89;;35.5;64;;0.9;;;1011.1;0;100;8.2;15.9;0;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;6;100;1021;3.7
2019/05/10 09:00:00.000;26;40;;;;;0.9;;;1014;0;100;8;357.3;0.2;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;6;100;1021;3.7
