fecha;PM2,5;PM10;SO2;NO2;NOX;NO;CO;O3;Radiación Global;Presión Atmosférica;Precipitaciones;H(%);T°;Dirección del Viento;Velocidad del Viento;nombre_estacion;rango;ica;episodio;temperatura;humedad;presion;viento
2019/05/17 02:00:00.000;3;6;;;;;;;0;998;0;0.8;12.6;72.7;2;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;87.6;1010;18.5
2019/05/17 02:00:00.000;9;8;;2.8;6.5;;0.1;;;1000;0;91.4;11.8;30.8;3.1;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;87.6;1010;18.5
2019/05/17 02:00:00.000;6;5;;;;;0.1;;;1003;0;;11.7;12.8;2.6;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;87.6;1010;18.5
2019/05/17 03:00:00.000;1;6;;;;;;;0;997.8;0.1;0.8;12.8;70.6;2.6;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1010;24.1
2019/05/17 03:00:00.000;9;9;;2.4;6;;0.1;;;1000;0.1;89.1;12.1;23.4;3.2;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1010;24.1
2019/05/17 03:00:00.000;6;8;;;;;0.1;;;1003;0.2;;12;10.3;3.1;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1010;24.1
2019/05/17 04:00:00.000;1;9;;;;;;;0;998;0;0.8;12.5;53.8;1.3;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1010;25.9
2019/05/17 04:00:00.000;8;8;;2.5;6.2;;0.1;;;1000.2;0.1;94.7;11.7;25.5;2.4;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1010;25.9
2019/05/17 04:00:00.000;5;9;;;;;0.1;;;1003;0.1;;11.5;13.4;1.9;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1010;25.9
2019/05/17 05:00:00.000;1;9;;;;;;;0;998;0;0.8;12.5;68.6;1.8;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1010;18.5
2019/05/17 05:00:00.000;5;7;;2.9;6.8;;0.1;;;1000.3;0;89.7;11.9;37.2;3.6;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1010;18.5
2019/05/17 05:00:00.000;3;8;;;;;0.1;;;1003;0;;11.2;19.4;1.8;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1010;18.5
2019/05/17 06:00:00.000;1;6;;;;;;;0;998.2;0;0.8;12.3;68.1;1.2;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;11;100;1011;14.8
2019/05/17 06:00:00.000;6;9;;3.4;7.7;;0.1;;;1001;0.1;91.8;11.9;39;3.2;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;11;100;1011;14.8
2019/05/17 06:00:00.000;4;7;;;;;0.1;;;1003.1;0.1;;11.3;23.8;1.2;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;11;100;1011;14.8
2019/05/17 07:00:00.000;3;11;;;;;;;0;999;0.2;0.8;11.9;36.2;0.4;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;11;100;1010;16.7
2019/05/17 07:00:00.000;15;16;;8.6;15.6;;0.1;;;1001.7;0.2;91.5;11.9;37.9;2.4;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;11;100;1010;16.7
2019/05/17 07:00:00.000;16;10;;;;;0.2;;;1004.2;0.2;;10.9;40.8;0.1;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;11;100;1010;16.7
2019/05/17 08:00:00.000;5;17;;;;;;;11.8;1000.3;0.2;0.8;11.8;10;0.1;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1011;14.8
2019/05/17 08:00:00.000;24;29;;17.9;31.2;;0.3;;;1002.7;0.1;96.1;11.6;10.5;1.6;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1011;14.8
2019/05/17 08:00:00.000;14;14;;;;;0.2;;;1005.3;0.1;;11;352.1;2.8;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1011;14.8
2019/05/17 09:00:00.000;5;9;;;;;;;56.1;1001;0;0.8;12.2;323.4;0.2;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1011;18.5
2019/05/17 09:00:00.000;20;29;;19.7;31.2;;0.1;;;1003.9;0;95.8;11.8;8.6;1.5;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1011;18.5
2019/05/17 09:00:00.000;9;11;;;;;0.1;;;1006;0;;11.2;353.5;3;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1011;18.5
2019/05/17 10:00:00.000;8;18;;;;;;;96.5;1002;0;0.8;12.8;21.4;0.3;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1011;16.7
2019/05/17 10:00:00.000;31;35;;17.1;27.7;;0.2;;;1004;0;90.5;12.6;2.2;1.2;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1011;16.7
2019/05/17 10:00:00.000;12;16;;;;;0.1;;;1007;0;;12;349.4;2.1;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1011;16.7
2019/05/17 11:00:00.000;8;17;;;;;;;148.6;1002;0;0.8;13.4;312.4;0.2;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1011;18.5
2019/05/17 11:00:00.000;24;32;;16.9;26.6;;0.2;;;1004.9;0;83.4;13.3;359.8;1.3;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1011;18.5
2019/05/17 11:00:00.000;11;16;;;;;0.1;;;1007;0;;12.8;354.7;2.3;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1011;18.5
2019/05/17 12:00:00.000;7;15;;;;;;;283.7;1002;0;0.8;14.7;277.1;0.3;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;11;100;1012;18.5
2019/05/17 12:00:00.000;21;35;;11.3;18.1;;0.1;;;1004.5;0;72.6;15.3;333.6;2.1;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;11;100;1012;18.5
2019/05/17 12:00:00.000;7;15;;;;;0.1;;;1007;0;;14.7;336.6;2.2;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;11;100;1012;18.5
2019/05/17 13:00:00.000;4;12;;;;;;;258.9;1002;0;0.8;15.3;231.7;0.6;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1013;18.5
2019/05/17 13:00:00.000;16;28;;8.7;14.4;;0.1;;;1004;0;74.4;14.8;299.7;2.2;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1013;18.5
2019/05/17 13:00:00.000;5;17;;;;;0.1;;;1007;0;;14.7;299.7;2.2;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;93.6;1013;18.5
2019/05/17 14:00:00.000;4;17;;;;;;;264.5;1002;0;0.8;14.7;235.4;1.7;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;100;1014;11.1
2019/05/17 14:00:00.000;19;25;;5.7;10.4;;0.1;;;1004.4;0;65.7;15.1;263.4;3.2;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;100;1014;11.1
2019/05/17 14:00:00.000;9;21;;;;;0.1;;;1007;0;;15;270.3;2.7;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;100;1014;11.1
2019/05/17 15:00:00.000;5;20;;;;;;;259.7;1002.4;0;0.8;15.2;230;4;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;13;93.6;1015;13
2019/05/17 15:00:00.000;14;24;;4.7;8.9;;0.1;;;1005.2;0;66.5;14.7;250.5;3.6;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;13;93.6;1015;13
2019/05/17 15:00:00.000;10;14;;;;;0.1;;;1007.5;0;;14.7;252;3.9;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;13;93.6;1015;13
2019/05/17 16:00:00.000;5;15;;;;;;;63.9;1003.7;0;0.8;12.9;242.2;3.6;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;14;87.7;1015;16.7
2019/05/17 16:00:00.000;13;29;;4.1;8.1;;0.1;;;1006.5;0;86.8;12.1;229;3;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;14;87.7;1015;16.7
2019/05/17 16:00:00.000;13;98;;;;;0.1;;;1008.9;0;;12.2;243;3.3;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;14;87.7;1015;16.7
2019/05/17 17:00:00.000;8;17;;;;;;;10.2;1004.9;0;0.8;12.2;240;2.1;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;13;87.6;1015;16.7
2019/05/17 17:00:00.000;29;25;;4.3;8.4;;0.1;;;1007.6;0;90;11.2;212.9;1.7;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;13;87.6;1015;16.7
2019/05/17 17:00:00.000;30;30;;;;;0.3;;;1010.3;0;;11.5;218;2;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;13;87.6;1015;16.7
2019/05/17 18:00:00.000;10;18;;;;;;;0;1006;0;0.8;11;259.5;0.3;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;15;77;1015;20.4
2019/05/17 18:00:00.000;88;92;;9.6;17.1;;0.8;;;1008.7;0;89.6;10.4;203.8;0;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;15;77;1015;20.4
2019/05/17 18:00:00.000;33;35;;;;;0.3;;;1011.1;0;;10.5;98.3;0;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;15;77;1015;20.4
2019/05/17 19:00:00.000;10;18;;;;;;;0;1006.9;0;0.8;9.3;336.8;0.2;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;15;72;1015;16.7
2019/05/17 19:00:00.000;208;199;;29.7;64.2;;2.6;;;1009.5;0;91.4;10;1.6;0.1;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;15;72;1015;16.7
2019/05/17 19:00:00.000;77;86;;;;;0.8;;;1012;0;;9.2;11.3;0.2;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;15;72;1015;16.7
2019/05/17 20:00:00.000;21;36;;;;;;;0;1007.3;0;0.8;8.3;341.1;0.1;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;13;76.7;1016;24.1
2019/05/17 20:00:00.000;249;234;;39.4;87;;3.1;;;1010;0;93.3;9;354.1;0.1;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;13;76.7;1016;24.1
2019/05/17 20:00:00.000;122;119;;;;;1.5;;;1012.5;0;;8.1;353.1;0.3;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;13;76.7;1016;24.1
2019/05/17 21:00:00.000;59;72;;;;;;;0;1008;0;0.8;7.7;30.8;0.1;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;81.9;1017;13
2019/05/17 21:00:00.000;224;215;;39.2;80.2;;3.1;;;1010.4;0;95.9;8.2;0.9;0.3;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;81.9;1017;13
2019/05/17 21:00:00.000;79;82;;;;;1.4;;;1013;0;;7.3;28.1;0.6;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;12;81.9;1017;13
2019/05/17 22:00:00.000;165;165;;;;;;;0;1008.5;0;0.8;7.6;51.8;0.5;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;11;87.5;1018;3.7
2019/05/17 22:00:00.000;144;137;;33.5;56.3;;1.8;;;1011;0;95.3;7.8;7.5;0.7;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;11;87.5;1018;3.7
2019/05/17 22:00:00.000;85;95;;;;;1.4;;;1013.5;0;;7.1;16.6;0.6;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;11;87.5;1018;3.7
2019/05/17 23:00:00.000;45;55;;;;;;;0;1009.5;0;0.8;7.9;64;0.9;Ñielol            ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;9;93.4;1019;5.6
2019/05/17 23:00:00.000;115;110;;23.2;39.3;;1.5;;;1012;0;98.5;6.8;22.6;0.2;Padre Las Casas II;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;9;93.4;1019;5.6
2019/05/17 23:00:00.000;71;76;;;;;1.4;;;1014.4;0;;7.1;50.2;0.8;Las Encinas       ;(MP2.5 51 – 79 µg/m³)                                                                               ;;regular                                                                                                                                               ;9;93.4;1019;5.6
2019/05/18 00:00:00.000;41;48;;;;;;;0;1010;0;0.8;7.7;68.4;0.8;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;7;100;1020;0
2019/05/18 00:00:00.000;168;165;;18.4;34;;2.3;;;1012;0;99.3;6.5;25.4;0.1;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;7;100;1020;0
2019/05/18 00:00:00.000;22;28;;;;;0.7;;;1015;0;;7;35.2;0.7;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;7;100;1020;0
2019/05/18 01:00:00.000;22;31;;;;;;;0;1010;0;0.8;7.1;54.8;0.4;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;6;100;1021;3.7
2019/05/18 01:00:00.000;228;222;;19.4;39;;3.7;;;1012.9;0;99.8;5.9;90;0;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;6;100;1021;3.7
2019/05/18 01:00:00.000;39;37;;;;;0.8;;;1015;0;;6.1;15.6;0.3;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;6;100;1021;3.7
2019/05/18 02:00:00.000;35;50;;;;;;;0;1010;0;0.8;6.5;69.4;1.1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;5;100;1021;3.7
2019/05/18 02:00:00.000;88;93;;19.8;33.9;;2;;;1013;0;100;5.9;26;0.7;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;5;100;1021;3.7
2019/05/18 02:00:00.000;46;47;;;;;0.9;;;1015;0;;5.5;28.7;0.3;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;5;100;1021;3.7
2019/05/18 03:00:00.000;21;27;;;;;;;0;1010.5;0;0.8;6.1;70.8;2;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;4;100;1022;5.6
2019/05/18 03:00:00.000;28;24;;10.8;17.3;;0.2;;;1013;0;100;5.4;19.1;1.4;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;4;100;1022;5.6
2019/05/18 03:00:00.000;24;32;;;;;0.6;;;1015.6;0;;5.8;55.4;1.3;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;4;100;1022;5.6
2019/05/18 04:00:00.000;12;20;;;;;;;0;1011;0;0.8;5.3;73;2.6;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;6;100;1023;3.7
2019/05/18 04:00:00.000;15;21;;5.9;10.3;;0.1;;;1013.4;0;100;5.2;15.8;0.9;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;6;100;1023;3.7
2019/05/18 04:00:00.000;11;17;;;;;0.3;;;1016;0;;5.2;36.8;1;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;6;100;1023;3.7
2019/05/18 05:00:00.000;12;23;;;;;;;0;1011.1;0;0.8;4.8;74.4;2.4;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;5;100;1023;0
2019/05/18 05:00:00.000;15;21;;4.9;9.4;;0.1;;;1014;0;100;4.9;10.2;1.2;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;5;100;1023;0
2019/05/18 05:00:00.000;13;14;;;;;0.2;;;1016.1;0;;4.9;45.9;1.2;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;5;100;1023;0
2019/05/18 06:00:00.000;19;24;;;;;;;0;1011.6;0;0.8;4.8;75.9;1.8;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;;;;
2019/05/18 06:00:00.000;18;23;;4.8;9.1;;0.1;;;1014;0;100;5.1;18.8;1.1;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;;;;
2019/05/18 06:00:00.000;10;17;;;;;0.2;;;1016.3;0;;4.6;50.4;1.6;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;;;;
2019/05/18 07:00:00.000;20;28;;;;;;;0.3;1011.9;0;0.8;4.4;72.5;2.2;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;;;;
2019/05/18 07:00:00.000;19;27;;6.8;13.2;;0.2;;;1014;0;100;4.7;355.6;0.3;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;;;;
2019/05/18 07:00:00.000;10;14;;;;;0.2;;;1016.8;0;;4.1;52;1.9;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;;;;
2019/05/18 08:00:00.000;21;26;;;;;;;30.7;1012.1;0;0.8;4.2;73.4;1.6;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;3;100;1024;3.7
2019/05/18 08:00:00.000;41;50;;10.4;18.2;;0.4;;;1014.7;0;99.2;4.9;232.6;0.1;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;3;100;1024;3.7
2019/05/18 08:00:00.000;9;14;;;;;0.1;;;1017;0;;4.1;42.1;1.9;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;3;100;1024;3.7
2019/05/18 09:00:00.000;16;28;;;;;;;63.3;1013;0;0.8;5.1;61.2;0.9;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;4;100;1024;0
2019/05/18 09:00:00.000;33;46;;11.3;18.5;;0.2;;;1015;0;93.5;7.2;216.5;0.7;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;4;100;1024;0
2019/05/18 09:00:00.000;16;30;;;;;0.2;;;1017.9;0;;5.8;56.2;1.2;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;4;100;1024;0
2019/05/18 10:00:00.000;20;34;;;;;;;250;1013;0;0.8;7.1;62.4;0.7;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;5;100;1025;1.9
2019/05/18 10:00:00.000;25;36;;8.8;15.7;;0.1;;;1015;0;77.5;8.9;16.6;1.1;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;5;100;1025;1.9
2019/05/18 10:00:00.000;31;37;;;;;0.3;;;1018;0;;8.1;43.1;1.2;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;5;100;1025;1.9
2019/05/18 11:00:00.000;22;38;;;;;;;152.7;1012.5;0;0.8;9.4;63.3;0.8;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;4;100;1024;3.7
2019/05/18 11:00:00.000;26;35;;9.9;16.6;;0.2;;;1015;0;70.5;11;5.4;1.7;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;4;100;1024;3.7
2019/05/18 11:00:00.000;38;49;;;;;0.4;;;1017.5;0;;10.9;37;0.6;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;4;100;1024;3.7
2019/05/18 12:00:00.000;33;47;;;;;;;459.5;1011.9;0;0.8;12;52.1;0.4;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;3;100;1025;1.9
2019/05/18 12:00:00.000;23;35;;9.2;15.2;;0.1;;;1014.4;0;62.5;13.1;33.3;0.9;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;3;100;1025;1.9
2019/05/18 12:00:00.000;27;36;;;;;0.3;;;1016.8;0;;13.1;47.5;0.8;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;3;100;1025;1.9
2019/05/18 13:00:00.000;11;25;;;;;;;419.6;1011;0;0.8;13;340.2;0.3;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;5;100;1026;7.4
2019/05/18 13:00:00.000;14;23;;;;;;;;1013.9;0;52.9;14.5;19.7;0.4;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;5;100;1026;7.4
2019/05/18 13:00:00.000;19;31;;;;;0.2;;;1016;0;;14.6;355.4;0.6;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;5;100;1026;7.4
2019/05/18 14:00:00.000;11;19;;;;;;;133;1010.3;0;0.8;11.4;324.3;0.3;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;6;100;1026;1.9
2019/05/18 14:00:00.000;24;34;;4.5;7.5;;0.1;;;1013;0;55.5;14.6;235.5;0.5;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;6;100;1026;1.9
2019/05/18 14:00:00.000;19;35;;;;;0.1;;;1015.4;0;;14.9;251.1;1.1;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;6;100;1026;1.9
2019/05/18 15:00:00.000;19;27;;;;;;;108.2;1010;0;0.8;11.5;295.7;0.8;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;8;100;1026;5.6
2019/05/18 15:00:00.000;23;28;;3.3;6.2;;0.1;;;1013;0;57.9;14.1;217.7;1.1;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;8;100;1026;5.6
2019/05/18 15:00:00.000;16;23;;;;;0.1;;;1015.3;0;;13.6;257.9;1.1;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;8;100;1026;5.6
2019/05/18 16:00:00.000;18;26;;;;;;;69.5;1010;0;0.8;11.5;331.9;0.3;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1026;9.3
2019/05/18 16:00:00.000;27;31;;3.8;7.1;;0.1;;;1013;0;61.1;13.3;172.9;0.7;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1026;9.3
2019/05/18 16:00:00.000;15;24;;;;;0.1;;;1015;0;;13.6;207;0.6;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;11;81.7;1026;9.3
2019/05/18 17:00:00.000;15;26;;;;;;;8;1010;0;0.8;9.4;346.1;0.1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;12;76.5;1025;5.6
2019/05/18 17:00:00.000;74;85;;11;18.9;;0.7;;;1013;0;70.5;11.6;142.9;0.4;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;12;76.5;1025;5.6
2019/05/18 17:00:00.000;37;53;;;;;0.3;;;1015;0;;12.2;149.8;0.5;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;12;76.5;1025;5.6
2019/05/18 18:00:00.000;44;45;;;;;;;0;1010;0;0.8;8.5;90;0;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;14;67.1;1024;3.7
2019/05/18 18:00:00.000;263;267;;19;47.6;;2.7;;;1013;0;81.8;10.3;90;0;Padre Las Casas II;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;14;67.1;1024;3.7
2019/05/18 18:00:00.000;105;128;;;;;1;;;1015;0;;9.8;14.4;0.3;Las Encinas       ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;14;67.1;1024;3.7
2019/05/18 19:00:00.000;26;46;;;;;;;0;1010;0;0.8;7.9;38.9;0.1;Ñielol            ;(MP2.5 80 – 109 µg/m³)                                                                              ;;alerta                                                                                                                                                ;14;67.1;1024;3.7
